"Id","IsDeleted","CreatedDate","Active_Color__c","Dat_Initial_Assessment__c","Date_assigned_to_staff__c","Date_Turned_Purple__c","Date_Resume_Completed__c","Confirmed_Hired_Date__c","Date_turned_grey__c","Date_turned_green__c","Date_Turned_Blue__c","Attended_Day_1__c","Attended_Day_2__c","Compass_Participant__c","Career_Counseling__c","Date_Attended_HHUSA_Workshop__c","Career_Day_Participant__c","Created_LinkedIn_account__c","Service_Rank__c","HHUSA_Workshop_Participant__c","New_Date_Turned_green__c","New_Date_Turned_Blue__c","Days_To_Get_Hired","Assessment_Date","Assigned_Date","Assessment_Time_inDAYS","Resume_Date","Resume_Time_inDAYS"
00350000020DMDuAAO,0,14AUG13:01:05:00,Blue,03DEC14:00:00:00,03NOV14:00:00:00,,17MAR14:00:00:00,18AUG14:00:00:00,,19MAR14:00:00:00,09FEB14:00:00:00,0,0,0,O,,0,0,E-4,0,19801,19763,-38,20060,20030,30,19799,-261
00350000020DNeHAAW,0,03NOV14:16:40:00,Blue,13MAR14:00:00:00,03NOV14:00:00:00,,20MAR14:00:00:00,07JUL14:00:00:00,,20MAR14:00:00:00,08JUN14:00:00:00,0,0,0,,,0,0,E-5,0,19802,19882,80,19795,20030,-235,19802,7
00350000020DOzPAAW,0,03NOV14:17:34:00,Blue,03NOV14:00:00:00,03NOV14:00:00:00,,19MAR14:00:00:00,22JAN15:00:00:00,,19MAR14:00:00:00,22JAN15:00:00:00,0,0,0,3,,0,0,E-4,0,19801,20110,309,20030,20030,0,19801,-229
00350000020DPmnAAG,0,03NOV14:18:32:00,Blue,18MAR14:00:00:00,03NOV14:00:00:00,,19MAR14:00:00:00,06NOV14:00:00:00,,19MAR14:00:00:00,16JUN14:00:00:00,1,0,0,O,17NOV14:00:00:00,0,1,E-7,1,19801,19890,89,19800,20030,-230,19801,1
00350000020DQ1hAAG,0,03NOV14:19:01:00,Blue,03NOV14:00:00:00,03NOV14:00:00:00,,03DEC14:00:00:00,19MAR15:00:00:00,,22SEP14:00:00:00,04MAR15:00:00:00,0,0,0,4,03NOV14:00:00:00,1,1,E-8,1,19988,20151,163,20030,20030,0,20060,30
00350000020DQBhAAO,0,03NOV14:19:17:00,Blue,03NOV14:00:00:00,03NOV14:00:00:00,,03NOV14:00:00:00,12MAR14:00:00:00,,09OCT14:00:00:00,12MAR14:00:00:00,1,1,0,2,03NOV14:00:00:00,0,1,E-4,1,20005,19794,-211,20030,20030,0,20030,0
00350000020DQUoAAO,0,03NOV14:20:22:00,Blue,03DEC14:00:00:00,03NOV14:00:00:00,,04NOV14:00:00:00,11MAR14:00:00:00,,,12DEC14:00:00:00,0,0,0,1,,0,0,E-6,0,,20069,,20060,20030,30,20031,-29
00350000020DQVNAA4,0,03NOV14:20:24:00,Blue,03NOV14:00:00:00,03NOV14:00:00:00,,03NOV14:00:00:00,15JUN15:00:00:00,,,15JUN15:00:00:00,1,1,0,2,03NOV14:00:00:00,0,0,E-4,1,,20254,,20030,20030,0,20030,0
00350000020DSIVAA4,0,03DEC14:09:23:00,Blue,03DEC14:00:00:00,03DEC14:00:00:00,,18MAR14:00:00:00,22APR14:00:00:00,,18MAR14:00:00:00,05MAY14:00:00:00,0,0,0,3,,0,0,E-1,0,19800,19848,48,20060,20060,0,19800,-260
00350000020DSwpAAG,0,03DEC14:13:04:00,Blue,13MAR14:00:00:00,03DEC14:00:00:00,,17MAR14:00:00:00,18AUG14:00:00:00,,17MAR14:00:00:00,20FEB15:00:00:00,0,0,0,,,0,0,E-8,0,19799,20139,340,19795,20060,-265,19799,4
00350000020DTeNAAW,0,03DEC14:15:03:00,Blue,03DEC14:00:00:00,08APR14:00:00:00,,19MAR14:00:00:00,15JUL15:00:00:00,,19MAR14:00:00:00,09MAR15:00:00:00,0,0,0,,,0,0,E-9,0,19801,20156,355,20060,19821,239,19801,-259
00350000020DUVsAAO,0,03DEC14:16:45:00,Blue,19MAR14:00:00:00,17MAR14:00:00:00,,24MAR14:00:00:00,13SEP14:00:00:00,,24MAR14:00:00:00,28OCT14:00:00:00,0,0,0,1,,0,1,E-4,0,19806,20024,218,19801,19799,2,19806,5
00350000020DUmKAAW,0,03DEC14:17:42:00,Blue,24MAR14:00:00:00,24MAR14:00:00:00,,25MAR14:00:00:00,20MAY14:00:00:00,,25MAR14:00:00:00,05MAY14:00:00:00,0,0,0,5,,0,1,E-5,0,19807,19848,41,19806,19806,0,19807,1
00350000020DVdUAAW,0,03DEC14:20:29:00,Blue,04JAN14:00:00:00,04JAN14:00:00:00,,04JAN14:00:00:00,10JUN14:00:00:00,,04JAN14:00:00:00,17OCT14:00:00:00,0,0,0,1,,0,0,E-7,0,19727,20013,286,19727,19727,0,19727,0
00350000020DVnzAAG,0,03DEC14:21:14:00,Blue,03DEC14:00:00:00,03DEC14:00:00:00,,23APR15:00:00:00,26AUG14:00:00:00,,20MAR14:00:00:00,23JUL15:00:00:00,0,0,0,4,,0,1,Spo,0,19802,20292,490,20060,20060,0,20201,141
00350000020DWP7AAO,0,03DEC14:23:01:00,Blue,20MAR14:00:00:00,19MAR14:00:00:00,15OCT14:00:00:00,04SEP14:00:00:00,02SEP15:00:00:00,,29OCT14:00:00:00,02DEC15:00:00:00,0,0,0,O,,0,1,E-5,0,20025,20424,399,19802,19801,1,19970,168
00350000020DaBTAA0,0,13MAR14:17:22:00,Blue,24MAR14:00:00:00,24MAR14:00:00:00,,26MAR14:00:00:00,04SEP14:00:00:00,,27MAR14:00:00:00,04SEP14:00:00:00,0,0,0,,,0,1,E-4,0,19809,19970,161,19806,19806,0,19808,2
00350000020DaJrAAK,0,13MAR14:17:50:00,Blue,,13MAR14:00:00:00,,13MAR14:00:00:00,09DEC14:00:00:00,,09OCT14:00:00:00,09DEC14:00:00:00,0,0,0,,03NOV14:00:00:00,1,1,E-4,1,20005,20066,61,,19795,,19795,
00350000020DaS0AAK,0,13MAR14:18:08:00,Blue,03NOV14:00:00:00,13MAR14:00:00:00,,03DEC14:00:00:00,08NOV14:00:00:00,,,01JUN15:00:00:00,1,1,0,2,03NOV14:00:00:00,0,1,E-9,1,,20240,,20030,19795,235,20060,30
00350000020DaTwAAK,0,13MAR14:18:13:00,Blue,03NOV14:00:00:00,13MAR14:00:00:00,,03DEC14:00:00:00,06JAN15:00:00:00,,10SEP14:00:00:00,07JUN15:00:00:00,0,0,0,,03NOV14:00:00:00,0,1,E-9,1,19976,20246,270,20030,19795,235,20060,30
00350000020Dc1TAAS,0,14MAR14:00:03:00,Blue,14APR14:00:00:00,08APR14:00:00:00,,28APR14:00:00:00,21AUG14:00:00:00,22APR14:00:00:00,28APR14:00:00:00,21AUG14:00:00:00,0,0,0,,,0,0,E-4,0,19841,19956,115,19827,19821,6,19841,14
00350000020DcMbAAK,0,14MAR14:02:36:00,Grey,21MAR14:00:00:00,19MAR14:00:00:00,,22MAR13:00:00:00,16OCT14:00:00:00,21OCT14:00:00:00,04OCT14:00:00:00,16OCT14:00:00:00,0,0,0,1,,0,0,O-2,0,20000,20012,12,19803,19801,2,19439,-364
00350000020DeX2AAK,0,14MAR14:13:43:00,Blue,21MAR14:00:00:00,19MAR14:00:00:00,,06DEC14:00:00:00,06FEB14:00:00:00,,,16JUN14:00:00:00,0,0,0,3,,0,0,E-3,0,,19890,,19803,19801,2,20063,260
00350000020DeY5AAK,0,14MAR14:13:47:00,Blue,20MAR14:00:00:00,19MAR14:00:00:00,,27MAR14:00:00:00,07SEP14:00:00:00,,27MAR14:00:00:00,07FEB14:00:00:00,0,0,0,1,,0,1,E-8,0,19809,19761,-48,19802,19801,1,19809,7
00350000020Dgg0AAC,0,14MAR14:19:55:00,Blue,14MAR14:00:00:00,03OCT14:00:00:00,,14MAR14:00:00:00,28MAR14:00:00:00,,14MAR14:00:00:00,04JUN14:00:00:00,0,0,0,,,0,0,E-4,0,19796,19878,82,19796,19999,-203,19796,0
00350000020DggAAAS,0,14MAR14:19:55:00,Blue,20MAR14:00:00:00,08APR14:00:00:00,,13APR15:00:00:00,06OCT14:00:00:00,,23MAR14:00:00:00,30JAN15:00:00:00,0,0,0,,,0,0,E-5,0,19805,20118,313,19802,19821,-19,20191,389
00350000020DgzCAAS,0,14MAR14:20:43:00,Blue,19MAR14:00:00:00,19MAR14:00:00:00,,04OCT14:00:00:00,07MAR14:00:00:00,,04OCT14:00:00:00,07JUL14:00:00:00,0,0,0,,,0,0,O-3,0,20000,19911,-89,19801,19801,0,20000,199
00350000020Dh1UAAS,0,14MAR14:21:29:00,Blue,04MAR14:00:00:00,19MAR14:00:00:00,,25APR14:00:00:00,10JUN14:00:00:00,,25APR14:00:00:00,01JUN15:00:00:00,0,0,0,4,,0,1,E-3,0,19838,20240,402,19786,19801,-15,19838,52
00350000020DhbQAAS,0,14MAR14:22:42:00,Blue,17MAR14:00:00:00,17MAR14:00:00:00,,21MAR14:00:00:00,05MAY14:00:00:00,,21MAR14:00:00:00,17JUL14:00:00:00,0,0,0,3,,0,0,E-4,0,19803,19921,118,19799,19799,0,19803,4
00350000020DhiWAAS,0,15MAR14:00:15:00,Blue,04MAR14:00:00:00,14APR14:00:00:00,,22OCT14:00:00:00,01MAY15:00:00:00,,30APR14:00:00:00,01AUG15:00:00:00,0,0,0,,,0,0,E-3,0,19843,20301,458,19786,19827,-41,20018,232
00350000020Di4IAAS,0,15MAR14:03:25:00,Blue,27MAR14:00:00:00,19MAR14:00:00:00,,28MAR14:00:00:00,05DEC14:00:00:00,,28MAR14:00:00:00,26MAR14:00:00:00,0,0,0,,,0,1,E-8,0,19810,19808,-2,19809,19801,8,19810,1
00350000020DieiAAC,0,15MAR14:09:49:00,Blue,17JUN14:00:00:00,19MAR14:00:00:00,,20JUN14:00:00:00,20AUG14:00:00:00,,20JUN14:00:00:00,20AUG14:00:00:00,0,0,0,,,0,0,E-7,0,19894,19955,61,19891,19801,90,19894,3
00350000020Dit9AAC,0,15MAR14:15:35:00,Blue,20MAR14:00:00:00,19MAR14:00:00:00,,,23APR14:00:00:00,,25APR14:00:00:00,28APR14:00:00:00,0,0,0,3,,0,0,E-4,0,19838,19841,3,19802,19801,1,,
00350000020DjDJAA0,0,15MAR14:19:08:00,Blue,20MAR14:00:00:00,19MAR14:00:00:00,,04JAN14:00:00:00,19SEP14:00:00:00,,04JAN14:00:00:00,19SEP14:00:00:00,0,0,0,O,,0,1,E-4,0,19727,19985,258,19802,19801,1,19727,-75
00350000020DkFpAAK,0,16MAR14:13:34:00,Blue,20MAR14:00:00:00,19MAR14:00:00:00,,26MAR14:00:00:00,16JUN14:00:00:00,,26MAR14:00:00:00,07SEP14:00:00:00,0,0,0,1,,0,1,E-6,0,19808,19973,165,19802,19801,1,19808,6
00350000020DkdXAAS,0,16MAR14:22:54:00,Blue,19MAR14:00:00:00,17MAR14:00:00:00,,04JAN14:00:00:00,06OCT14:00:00:00,,04JAN14:00:00:00,06OCT14:00:00:00,0,0,0,1,,0,1,E-4,0,19727,20002,275,19801,19799,2,19727,-74
00350000020DkllAAC,0,17MAR14:02:58:00,Blue,21MAR14:00:00:00,08APR14:00:00:00,,28MAR14:00:00:00,12JAN14:00:00:00,,28MAR14:00:00:00,12JAN14:00:00:00,0,0,0,,,0,0,E-4,0,19810,19735,-75,19803,19821,-18,19810,7
00350000020DlaFAAS,0,17MAR14:11:53:00,Blue,17MAR14:00:00:00,17MAR14:00:00:00,,18MAR14:00:00:00,09OCT14:00:00:00,,18MAR14:00:00:00,09OCT14:00:00:00,0,0,0,4,,1,1,E-5,0,19800,20005,205,19799,19799,0,19800,1
00350000020DmHAAA0,0,17MAR14:16:21:00,Blue,18MAR14:00:00:00,17MAR14:00:00:00,,27MAR14:00:00:00,06FEB14:00:00:00,,27MAR14:00:00:00,26MAY14:00:00:00,0,0,0,,,0,0,E-4,0,19809,19869,60,19800,19799,1,19809,9
00350000020DmS2AAK,0,17MAR14:15:34:00,Blue,17MAR14:00:00:00,17MAR14:00:00:00,,21MAR14:00:00:00,01JUL15:00:00:00,,21MAR14:00:00:00,17FEB15:00:00:00,0,0,0,2,,0,1,E-6,0,19803,20136,333,19799,19799,0,19803,4
00350000020DmqiAAC,0,17MAR14:16:35:00,Blue,17MAR14:00:00:00,05AUG14:00:00:00,,18MAR14:00:00:00,06MAY14:00:00:00,,18MAR14:00:00:00,06SEP14:00:00:00,0,0,0,,,0,1,O-6,0,19800,19972,172,19799,19940,-141,19800,1
00350000020Dmx5AAC,0,17MAR14:16:53:00,Blue,17MAR14:00:00:00,17MAR14:00:00:00,,25MAR14:00:00:00,28APR14:00:00:00,,25MAR14:00:00:00,05MAY14:00:00:00,0,0,0,3,,0,1,E-6,0,19807,19848,41,19799,19799,0,19807,8
00350000020DmyXAAS,0,17MAR14:16:57:00,Blue,19MAR14:00:00:00,17MAR14:00:00:00,,21MAR14:00:00:00,07JUL14:00:00:00,,21MAR14:00:00:00,16SEP14:00:00:00,0,0,0,3,,0,1,E-5,0,19803,19982,179,19801,19799,2,19803,2
00350000020Dn2VAAS,0,17MAR14:17:48:00,Blue,17MAR14:00:00:00,17MAR14:00:00:00,,21MAR14:00:00:00,04AUG14:00:00:00,,21MAR14:00:00:00,13APR14:00:00:00,0,0,0,6,,0,0,E-5,0,19803,19826,23,19799,19799,0,19803,4
00350000020Dn4VAAS,0,17MAR14:17:13:00,Blue,17MAR14:00:00:00,17MAR14:00:00:00,,20MAR14:00:00:00,08MAY14:00:00:00,,,08DEC14:00:00:00,0,0,0,3,,0,0,E-7,0,,20065,,19799,19799,0,19802,3
00350000020DnZxAAK,0,17MAR14:18:50:00,Blue,17MAR14:00:00:00,17MAR14:00:00:00,,05JAN14:00:00:00,16JUL14:00:00:00,28MAR14:00:00:00,05JAN14:00:00:00,07JUL14:00:00:00,0,0,0,4,,0,1,E-6,0,19728,19911,183,19799,19799,0,19728,-71
00350000020DoCqAAK,0,17MAR14:20:05:00,Blue,18MAR14:00:00:00,17MAR14:00:00:00,,24JUN14:00:00:00,16SEP14:00:00:00,,24JUN14:00:00:00,16SEP14:00:00:00,0,0,0,2,,0,1,E-5,0,19898,19982,84,19800,19799,1,19898,98
00350000020DoFGAA0,0,17MAR14:20:15:00,Blue,18MAR14:00:00:00,17MAR14:00:00:00,,24MAR14:00:00:00,18MAR15:00:00:00,,24MAR14:00:00:00,18MAR15:00:00:00,0,0,0,,,0,0,E-4,0,19806,20165,359,19800,19799,1,19806,6
00350000020DolbAAC,0,17MAR14:21:46:00,Blue,18MAR14:00:00:00,18MAR14:00:00:00,,18MAR14:00:00:00,20JUN14:00:00:00,,18MAR14:00:00:00,23JUN14:00:00:00,0,0,0,4,,0,1,O-2,0,19800,19897,97,19800,19800,0,19800,0
00350000020Dp9sAAC,0,17MAR14:23:34:00,Blue,18MAR14:00:00:00,18MAR14:00:00:00,,20MAR14:00:00:00,10JUN14:00:00:00,,20MAR14:00:00:00,12AUG14:00:00:00,0,0,0,1,,0,1,E-4,0,19802,19947,145,19800,19800,0,19802,2
00350000020DpJ9AAK,0,18MAR14:01:10:00,Blue,18MAR14:00:00:00,18MAR14:00:00:00,,26MAR14:00:00:00,09OCT14:00:00:00,,26MAR14:00:00:00,09OCT14:00:00:00,0,0,0,7,,0,0,E-5,0,19808,20005,197,19800,19800,0,19808,8
00350000020DpJJAA0,0,18MAR14:01:11:00,Blue,18MAR14:00:00:00,18MAR14:00:00:00,,,27MAY14:00:00:00,,28MAR14:00:00:00,27MAY14:00:00:00,0,0,0,1,,0,1,E-5,0,19810,19870,60,19800,19800,0,,
00350000020DqrYAAS,0,18MAR14:12:24:00,Blue,12FEB14:00:00:00,18MAR14:00:00:00,,12FEB14:00:00:00,16MAR15:00:00:00,04JAN14:00:00:00,12FEB14:00:00:00,07OCT15:00:00:00,0,0,0,,,0,0,E-1,0,19766,20368,602,19766,19800,-34,19766,0
00350000020DrRlAAK,0,18MAR14:14:08:00,Blue,20MAR14:00:00:00,18MAR14:00:00:00,,04APR14:00:00:00,12SEP15:00:00:00,14JAN15:00:00:00,04APR14:00:00:00,12SEP15:00:00:00,0,0,0,3,,0,0,E-3,0,19817,20343,526,19802,19800,2,19817,15
00350000020DsBeAAK,0,18MAR14:15:58:00,Blue,18MAR14:00:00:00,18MAR14:00:00:00,,26MAR14:00:00:00,29MAY14:00:00:00,,26MAR14:00:00:00,06FEB14:00:00:00,0,0,0,4,,0,1,E-4,0,19808,19760,-48,19800,19800,0,19808,8
00350000020DsK2AAK,0,18MAR14:16:32:00,Blue,18MAR14:00:00:00,18MAR14:00:00:00,,17JUL14:00:00:00,20OCT14:00:00:00,13MAY14:00:00:00,17JUL14:00:00:00,20OCT14:00:00:00,0,0,0,1,,0,0,E-4,0,19921,20016,95,19800,19800,0,19921,121
00350000020DsL0AAK,0,18MAR14:16:38:00,Blue,18MAR14:00:00:00,18MAR14:00:00:00,,25MAR14:00:00:00,31JUL14:00:00:00,,25MAR14:00:00:00,11APR14:00:00:00,0,0,0,3,,0,1,E-2,0,19807,19824,17,19800,19800,0,19807,7
00350000020DsrpAAC,0,18MAR14:18:28:00,Blue,24MAR14:00:00:00,18MAR14:00:00:00,,26MAR14:00:00:00,09MAY14:00:00:00,,25MAR14:00:00:00,09MAY14:00:00:00,0,0,0,6,,0,1,O-3,0,19807,19852,45,19806,19800,6,19808,2
00350000020Dt8mAAC,0,18MAR14:19:16:00,Blue,19MAR14:00:00:00,18MAR14:00:00:00,,,22APR15:00:00:00,,31MAR14:00:00:00,22APR15:00:00:00,0,0,0,1,,0,0,E-4,0,19813,20200,387,19801,19800,1,,
00350000020DtYZAA0,0,18MAR14:20:22:00,Blue,19MAR14:00:00:00,05AUG14:00:00:00,,19MAR14:00:00:00,03MAY15:00:00:00,,19MAR14:00:00:00,03MAY15:00:00:00,0,0,0,,,0,0,E-4,0,19801,20211,410,19801,19940,-139,19801,0
00350000020DtnjAAC,0,18MAR14:21:00:00,Blue,19MAR14:00:00:00,18MAR14:00:00:00,,04APR14:00:00:00,07JAN14:00:00:00,,04APR14:00:00:00,08APR14:00:00:00,0,0,0,5,,0,1,Spo,0,19817,19821,4,19801,19800,1,19817,16
00350000020Dud6AAC,0,18MAR14:21:56:00,Blue,19MAR14:00:00:00,19MAR14:00:00:00,,28MAR14:00:00:00,04JAN14:00:00:00,,28MAR14:00:00:00,04JUN14:00:00:00,0,0,0,3,,0,0,E-4,0,19810,19878,68,19801,19801,0,19810,9
00350000020DvmBAAS,0,18MAR14:23:19:00,Blue,18MAR14:00:00:00,18MAR14:00:00:00,18MAR14:00:00:00,18MAR14:00:00:00,28MAY15:00:00:00,,,28MAY15:00:00:00,1,1,0,,18MAR14:00:00:00,0,1,E-7,1,,20236,,19800,19800,0,19800,0
00350000020DvvwAAC,0,18MAR14:23:59:00,Blue,24MAR14:00:00:00,09FEB14:00:00:00,,26AUG14:00:00:00,18NOV14:00:00:00,,26AUG14:00:00:00,18MAR15:00:00:00,0,0,0,,,0,0,E-5,0,19961,20165,204,19806,19763,43,19961,155
00350000020DvwaAAC,0,19MAR14:00:05:00,Blue,18MAR14:00:00:00,18MAR14:00:00:00,18MAR14:00:00:00,18MAR14:00:00:00,11DEC15:00:00:00,,,11DEC15:00:00:00,1,1,0,,18MAR14:00:00:00,0,0,E-4,1,,20433,,19800,19800,0,19800,0
00350000020DvyWAAS,0,19MAR14:00:22:00,Blue,18MAR14:00:00:00,18MAR14:00:00:00,18MAR14:00:00:00,18MAR14:00:00:00,26JUN15:00:00:00,,,26JUN15:00:00:00,1,1,0,,18MAR14:00:00:00,0,0,E-4,1,,20265,,19800,19800,0,19800,0
00350000020Dw2JAAS,0,19MAR14:01:03:00,Blue,19MAR14:00:00:00,19MAR14:00:00:00,,04APR14:00:00:00,16APR14:00:00:00,,04APR14:00:00:00,21APR14:00:00:00,0,0,0,6,,0,0,E-4,0,19817,19834,17,19801,19801,0,19817,16
00350000020Dw9KAAS,0,19MAR14:01:46:00,Blue,19MAR14:00:00:00,19MAR14:00:00:00,,26MAR14:00:00:00,07JUL14:00:00:00,,26MAR14:00:00:00,07JUL14:00:00:00,0,0,0,,,0,0,E-5,0,19808,19911,103,19801,19801,0,19808,7
00350000020DwTFAA0,0,19MAR14:03:13:00,Blue,,19MAR14:00:00:00,,29MAY14:00:00:00,11APR14:00:00:00,,29MAY14:00:00:00,11APR14:00:00:00,0,0,0,2,,0,0,E-5,0,19872,19824,-48,,19801,,19872,
00350000020DwyXAAS,0,19MAR14:06:19:00,Blue,20MAR14:00:00:00,08APR14:00:00:00,,25MAR14:00:00:00,15DEC14:00:00:00,,25MAR14:00:00:00,17DEC14:00:00:00,0,0,0,1,,0,0,E-5,0,19807,20074,267,19802,19821,-19,19807,5
00350000020DyenAAC,0,19MAR14:12:49:00,Blue,19MAR14:00:00:00,19MAR14:00:00:00,,25MAR14:00:00:00,07JUL14:00:00:00,,25MAR14:00:00:00,10JAN14:00:00:00,0,0,0,,,0,0,E-5,0,19807,19733,-74,19801,19801,0,19807,6
00350000020Dz8SAAS,0,19MAR14:14:05:00,Blue,20MAR14:00:00:00,08MAY14:00:00:00,,25MAR14:00:00:00,23MAR15:00:00:00,,25MAR14:00:00:00,04JUL15:00:00:00,0,0,0,,,0,0,E-5,0,19807,20273,466,19802,19851,-49,19807,5
00350000020DzHeAAK,0,19MAR14:14:32:00,Blue,04JAN14:00:00:00,19MAR14:00:00:00,,04JAN14:00:00:00,04JUL14:00:00:00,,24MAR14:00:00:00,09MAY14:00:00:00,0,0,0,O,,0,0,E-3,0,19806,19852,46,19727,19801,-74,19727,0
00350000020E0TaAAK,0,19MAR14:18:01:00,Blue,14APR14:00:00:00,19MAR14:00:00:00,04OCT14:00:00:00,24APR14:00:00:00,26MAY14:00:00:00,,24APR14:00:00:00,02MAY15:00:00:00,0,0,0,,,0,1,E-4,0,19837,20210,373,19827,19801,26,19837,10
00350000020E0W5AAK,0,19MAR14:18:09:00,Blue,24MAR14:00:00:00,19MAR14:00:00:00,,24MAR14:00:00:00,29SEP14:00:00:00,,24MAR14:00:00:00,29SEP14:00:00:00,0,0,0,O,,0,0,E-5,0,19806,19995,189,19806,19801,5,19806,0
00350000020E2mGAAS,0,20MAR14:01:30:00,Blue,31MAR14:00:00:00,24MAR14:00:00:00,,04JAN14:00:00:00,08APR14:00:00:00,,04JAN14:00:00:00,22SEP14:00:00:00,0,0,0,5,,0,1,E-6,0,19727,19988,261,19813,19806,7,19727,-86
00350000020E4P9AAK,0,20MAR14:12:11:00,Blue,24MAR14:00:00:00,24MAR14:00:00:00,,04JAN14:00:00:00,08NOV14:00:00:00,,04JAN14:00:00:00,10JAN14:00:00:00,0,0,0,,,0,0,E-4,0,19727,19733,6,19806,19806,0,19727,-79
00350000020E4hXAAS,0,20MAR14:13:23:00,Blue,24MAR14:00:00:00,08APR14:00:00:00,,31MAR14:00:00:00,01DEC15:00:00:00,,31MAR14:00:00:00,23JAN15:00:00:00,0,0,0,,,0,0,E-7,0,19813,20111,298,19806,19821,-15,19813,7
00350000020E6uNAAS,0,20MAR14:19:23:00,Blue,31MAR14:00:00:00,20MAR14:00:00:00,,04FEB14:00:00:00,06FEB14:00:00:00,26MAR14:00:00:00,04FEB14:00:00:00,14JUL14:00:00:00,0,0,0,2,,0,1,E-3,0,19758,19918,160,19813,19802,11,19758,-55
00350000020E7QiAAK,0,20MAR14:21:24:00,Blue,20MAR14:00:00:00,20MAR14:00:00:00,,25MAR14:00:00:00,31JUL14:00:00:00,,25MAR14:00:00:00,04JUN14:00:00:00,0,0,0,4,,0,1,E-7,0,19807,19878,71,19802,19802,0,19807,5
00350000020EAhtAAG,0,21MAR14:14:18:00,Blue,18MAR14:00:00:00,18MAR14:00:00:00,,19MAR14:00:00:00,01DEC15:00:00:00,,18FEB15:00:00:00,18FEB15:00:00:00,0,0,0,2,18MAR14:00:00:00,0,1,E-8,1,20137,20137,0,19800,19800,0,19801,1
00350000020EAnhAAG,0,21MAR14:14:34:00,Blue,18MAR14:00:00:00,18MAR14:00:00:00,21MAR14:00:00:00,19MAR14:00:00:00,28SEP15:00:00:00,,03NOV15:00:00:00,28SEP15:00:00:00,0,0,0,2,18MAR14:00:00:00,0,1,E-8,1,20395,20359,-36,19800,19800,0,19801,1
00350000020ECsNAAW,0,21MAR14:20:55:00,Blue,24MAR14:00:00:00,24MAR14:00:00:00,,25MAR14:00:00:00,30JUN14:00:00:00,,26MAR14:00:00:00,06SEP14:00:00:00,0,0,0,6,14APR15:00:00:00,0,1,E-5,1,19808,19972,164,19806,19806,0,19807,1
00350000020EGI2AAO,0,24MAR14:05:29:00,Blue,24MAR14:00:00:00,24MAR14:00:00:00,,31MAR14:00:00:00,15AUG14:00:00:00,,31MAR14:00:00:00,15AUG14:00:00:00,0,0,0,3,,0,1,E-6,0,19813,19950,137,19806,19806,0,19813,7
00350000020EHRKAA4,0,24MAR14:13:45:00,Blue,25MAR14:00:00:00,24MAR14:00:00:00,,04AUG14:00:00:00,23JUN14:00:00:00,,04AUG14:00:00:00,24JUL14:00:00:00,0,0,0,,,0,0,E-5,0,19939,19928,-11,19807,19806,1,19939,132
00350000020EHVHAA4,0,24MAR14:13:58:00,Blue,25MAR14:00:00:00,24MAR14:00:00:00,,31MAR14:00:00:00,25AUG14:00:00:00,,31MAR14:00:00:00,12FEB14:00:00:00,0,0,0,2,,0,1,E-6,0,19813,19766,-47,19807,19806,1,19813,6
00350000020EHdfAAG,0,24MAR14:14:27:00,Blue,04AUG14:00:00:00,24MAR14:00:00:00,,04AUG14:00:00:00,06OCT14:00:00:00,,04AUG14:00:00:00,16JUN14:00:00:00,0,0,0,1,,0,0,E-7,0,19939,19890,-49,19939,19806,133,19939,0
00350000020EHoiAAG,0,24MAR14:14:58:00,Blue,25MAR14:00:00:00,24MAR14:00:00:00,,27MAR14:00:00:00,09SEP14:00:00:00,15JAN15:00:00:00,27MAR14:00:00:00,08MAR15:00:00:00,0,0,0,3,,0,0,E-4,0,19809,20155,346,19807,19806,1,19809,2
00350000020EHuMAAW,0,24MAR14:15:09:00,Grey,24MAR14:00:00:00,24MAR14:00:00:00,,24APR14:00:00:00,08NOV14:00:00:00,11OCT14:00:00:00,24APR14:00:00:00,30OCT14:00:00:00,0,0,0,4,,0,1,E-4,0,19837,20026,189,19806,19806,0,19837,31
00350000020EI9WAAW,0,24MAR14:15:55:00,Blue,24MAR14:00:00:00,24MAR14:00:00:00,,25MAR14:00:00:00,18AUG14:00:00:00,,25MAR14:00:00:00,18AUG14:00:00:00,0,0,0,4,,0,1,E-5,0,19807,19953,146,19806,19806,0,19807,1
00350000020EI9lAAG,0,24MAR14:15:56:00,Blue,24MAR14:00:00:00,24MAR14:00:00:00,,26MAR14:00:00:00,18AUG14:00:00:00,,26MAR14:00:00:00,18AUG14:00:00:00,0,0,0,6,,0,0,E-6,0,19808,19953,145,19806,19806,0,19808,2
00350000020EITHAA4,0,24MAR14:16:30:00,Blue,25MAR14:00:00:00,24MAR14:00:00:00,,04MAR14:00:00:00,08NOV14:00:00:00,,04APR14:00:00:00,19FEB15:00:00:00,0,0,0,,,0,0,E-7,0,19817,20138,321,19807,19806,1,19786,-21
00350000020EJeIAAW,0,24MAR14:19:52:00,Blue,24MAR14:00:00:00,24MAR14:00:00:00,,31MAR14:00:00:00,18APR14:00:00:00,,31MAR14:00:00:00,21APR14:00:00:00,0,0,0,,,0,0,E-7,0,19813,19834,21,19806,19806,0,19813,7
00350000020EJnTAAW,0,24MAR14:20:19:00,Blue,25MAR14:00:00:00,24MAR14:00:00:00,,04JAN14:00:00:00,20MAY15:00:00:00,,04JAN14:00:00:00,20MAY15:00:00:00,0,0,0,,,0,1,E-7,0,19727,20228,501,19807,19806,1,19727,-80
